SampleName,Longitude,Latitude
Furlanetto_a25,9.87852777777778,46.0431888888889
Furlanetto_a26,9.87683611111111,46.0421333333333
Galka_a1,24.1600305555556,53.0821
Galka_a2,22.8416638888889,54.2234166666667
Galka_a3,22.4439444444444,54.3356666666667
Galka_a4,15.98305,53.1034944444444
Grant_a1,0.834781,52.182027
Grant_a2,0.72335,51.91353
Grant_a3,0.722294,51.916747
Grant_a4,-0.114331,52.159344
Grant_a5,-1.649713,50.860805
Grant_a6,-1.727292,50.824035
Grant_a7,-1.645818,50.864885
Grant_a8,-1.715302,50.923301
Grant_a9,-1.598052,50.859137
Grant_a10,-1.720603,50.933835
Grant_a11,-1.686209,50.912481
Grant_a12,-1.497388,50.848694
Grant_a13,-1.436677,50.853407
Grant_a14,-2.175946,54.097103
Grant_a15,-2.163942,54.096761
Hallsdottir_a1,-20.680722,64.23888
Hallsdottir_a2,-20.680722,64.23888
Hallsdottir_a3,-20.680722,64.23888
Hjelle_a1,5.0802117,60.3272431
Hjelle_a2,5.071562,60.2684601
Hjelle_a3,5.2449389,60.2749889
Hjelle_a4,5.2319395,60.2847182
Hjelle_a5,5.3069389,60.2885445
Hjelle_a6,5.2851278,60.6097611
Hjelle_a7,5.27275,60.56365
Hjelle_a8,5.3338278,60.4780056
Hjelle_a9,5.3925143,60.2252008
Hjelle_a10,5.4432257,60.1430649
Hjelle_a11,5.4411613,60.1647449
Hjelle_a12,5.3557916,60.2713524
Hjelle_a13,6.1323667,60.3902445
Hjelle_a14,6.1316694,60.2633361
Hjelle_a15,6.0210833,60.2990917
Hjelle_a16,5.9374817,60.1654444
Hjelle_a17,5.8105805,60.3818204
Hjelle_a18,5.6544924,60.3806331
Hjelle_a19,5.6178571,60.3225072
Hjelle_a20,5.3936556,60.3213528
Hjelle_a21,5.4512319,60.3940105
Hjelle_a22,5.4081633,60.4502224
Hjelle_a23,5.8435012,60.241178
Hjelle_a24,5.9659,59.8793667
Hjelle_a25,6.0226461,59.8702766
Hjelle_a26,5.7602395,59.7782688
Hjelle_a27,5.5770836,59.6524592
Hjelle_a28,5.5861361,59.622575
Hjelle_a29,5.5867806,59.5416084
Hjelle_a30,5.68815,59.5264889
Hjelle_a31,5.6562139,59.5308533
Hjelle_a32,5.6687713,59.5453081
Hjelle_a33,6.3911044,60.3479124
Hjelle_a34,5.3576386,60.3327987
Jahns_a1,21.2127777777778,38.6519444444444
Jahns_a2,21.1983333333333,38.6505555555556
Jahns_b1,20.8244444444444,38.8361111111111
Jahns_b2,20.8244444444444,38.8361111111111
Jahns_b3,20.8244444444444,38.8361111111111
Jahns_b4,20.8338888888889,38.8441666666667
Jahns_b5,20.8222222222222,38.8366666666667
Jahns_b6,20.8255555555556,38.8397222222222
Jahns_c1,21.1947222222222,38.4080555555556
Jahns_d1,23.2202777777778,38.2202777777778
Jahns_d2,23.2202777777778,38.2202777777778
Jahns_d3,23.2202777777778,38.2202777777778
Jahns_d4,23.2166666666667,38.2202777777778
Jahns_e1,22.2066666666667,37.5691666666667
Jahns_f1,21.0969444444444,38.7919444444444
Jahns_f2,21.1275,38.7952777777778
Jahns_f3,21.1275,38.7952777777778
Jahns_f4,21.1275,38.7952777777778
Jahns_f5,21.1388888888889,38.795
Jahns_f6,21.1388888888889,38.795
Jahns_f7,21.1388888888889,38.795
Jahns_g1,23.9463888888889,37.7197222222222
Jahns_g2,23.9463888888889,37.7197222222222
Jahns_g3,23.9463888888889,37.7197222222222
Jahns_g4,23.9463888888889,37.7197222222222
Jahns_h1,22.7558333333333,37.7302777777778
Jahns_h2,22.7455555555556,37.7191666666667
Jahns_h3,22.7502777777778,37.705
Jahns_h4,22.7502777777778,37.705
Jahns_h5,22.7725,37.6713888888889
Jahns_h6,22.7161111111111,37.5527777777778
Jahns_h7,22.7161111111111,37.5527777777778
Jahns_h8,22.7161111111111,37.5527777777778
Jahns_h9,22.7161111111111,37.5527777777778
Jahns_h10,22.6794444444444,37.5536111111111
Jahns_i1,23.9463888888889,37.7197222222222
Jahns_i2,23.9463888888889,37.7197222222222
Jahns_i3,23.9463888888889,37.7197222222222
Jahns_i4,23.9463888888889,37.7197222222222
Jiménez-Moreno_a1,-3.534,37.153
Jiménez-Moreno_a2,-3.504,37.154
Jiménez-Moreno_a3,-3.471,37.141
Jiménez-Moreno_a4,-3.468,37.14
Jiménez-Moreno_a5,-3.439,37.133
Jiménez-Moreno_a6,-3.45,37.114
Jiménez-Moreno_a7,-3.421,37.113
Jiménez-Moreno_a8,-3.419,37.113
Jiménez-Moreno_a9,-3.395,37.102
Jiménez-Moreno_a10,-3.373,37.064
Jiménez-Moreno_a11,-3.382,37.091
Jiménez-Moreno_a12,-3.6,37.011
Jiménez-Moreno_a13,-3.323,37.05
Jiménez-Moreno_a14,-3.417,37.06
Jiménez-Moreno_a15,-3.343,37.041
Jiménez-Moreno_a16,-3.373,37.053
Jiménez-Moreno_a17,-3.294,37.048
Joannin_a1,16.022782,39.549224
Joannin_a2,16.022867,39.548988
Joannin_a3,16.022585,39.548256
Joannin_a4,16.023359,39.548279
Joannin_a5,16.021316,39.547558
Karpinska_a1,19.8444833333333,50.0878333333333
Karpinska_a2,19.9443611111111,50.036
Karpinska_a3,19.9041833333333,50.0317166666667
Karpinska_a4,19.9048,50.0317333333333
Karpinska_a5,19.9046333333333,50.0320333333333
Karpinska_a6,19.90215,50.0330666666667
Karpinska_a7,19.9577111111111,50.0414027777778
Karpinska_a8,19.9577111111111,50.0414027777778
Karpinska_a9,19.9448277777778,50.0372722222222
Karpinska_a10,19.9458333333333,50.0368055555556
Karpinska_a11,19.8315,50.0447777777778
Karpinska_a12,19.8315555555556,50.0449166666667
Karpinska_a13,19.8315277777778,50.0450277777778
Karpinska_a14,19.8319666666667,50.0451166666667
Karpinska_a15,19.8190166666667,50.04075
Karpinska_a16,19.9095166666667,50.0436
Karpinska_b1,22.0589333333333,54.2961694444444
Karpinska_c1,21.5933,50.045
Karpinska_c2,21.5936,50.0439
Karpinska_c3,21.5706,50.0317
Karpinska_c4,21.5506,50.0319
Karpinska_c5,21.5575,50.0292
Karpinska_c6,21.5542,50.0292
Karpinska_c7,21.5544,50.0344
Karpinska_c8,21.5503,50.03
Karpinska_c9,21.5444,50.0236
Karpinska_c10,21.5453,50.0181
Karpinska_c11,21.5492,50.0111
Karpinska_c12,21.5511,50.0097
Karpinska_c13,21.5519,50.0089
Karpinska_c14,21.5517,50.0075
Karpinska_c15,21.5514,50.0064
Karpinska_c16,21.5522,50.0058
Karpinska_c17,21.5511,50.0047
Karpinska_c18,21.5611,50.0036
Karpinska_c19,21.5575,49.9967
Karpinska_c20,21.5567,49.9964
Karpinska_c21,21.5474,49.988
Karpinska_c22,21.5519,49.9778
Karpinska_c23,21.5617,49.9886
Karpinska_c24,21.5592,49.9892
Karpinska_c25,21.5619,49.985
Karpinska_c26,21.5575,49.9759
Karpinska_c27,21.5647,49.9744
Karpinska_c28,21.5744,49.9719
Karpinska_c29,21.5786,49.9661
Karpinska_c30,21.5783,49.9642
Karpinska_c31,21.6158,49.948
Karpinska_c32,21.6167,49.9505
Karpinska_c33,21.6247,49.95
Karpinska_c34,21.6086,49.9467
Karpinska_c35,21.5949,49.9517
Karpinska_c36,21.588,49.9539
Karpinska_c37,21.5722,49.9353
Karpinska_c38,21.5791,49.9403
Karpinska_c39,21.5791,49.9403
Klemm_a1,103.21322,71.9488
Klemm_a2,102.88289,71.83622
Klemm_a3,101.02542,71.22469
Klemm_a4,97.71586,70.66744
Klemm_a5,97.72353,70.66725
Klemm_a6,97.72728,70.67011
Klemm_a7,97.72633,70.67261
Klemm_a8,97.64917,70.90111
Klemm_a9,102.28875,72.39886
Klemm_a10,102.28844,72.39775
Klemm_a11,102.37464,72.30714
Klemm_a12,102.23571,72.24454
Klemm_a13,102.37464,72.30713
Klemm_a14,102.21278,72.255
Klemm_a15,102.21564,72.25769
Klemm_a16,110.819,71.503
Klemm_a17,111.132,71.74747
Klemm_a18,111.1295,71.7477
Klemm_a19,113.91369,72.06598
Klemm_a20,111.10704,72.06824
Klemm_a21,111.11111,72.06862
Klemm_a22,111.11761,72.07088
Klemm_a23,111.10815,72.07116
Klemm_a24,111.189,72.32
Klemm_a25,111.18717,72.32068
Klemm_a26,114.08484,72.48003
Klemm_a27,114.10342,72.48402
Klemm_a28,113.857,72.6
Klemm_a29,112.97763,72.77491
Klemm_a30,112.97053,72.77654
Klemm_a31,112.97029,72.77763
Klemm_a32,113.2935,72.82562
Klemm_a33,115.755,72.885
Klemm_a34,115.72619,72.88599
Klemm_a35,114.95796,72.95566
Klemm_a36,114.95796,72.95566
Klemm_a37,115.33802,72.95641
Klemm_a38,115.33066,72.96066
Klemm_a39,114.90494,73.07902
Klemm_a40,114.92314,73.0823
Klemm_a41,114.86807,73.1256
Klemm_a42,114.86076,73.1294
Klemm_a43,114.86525,73.1298
Klemm_a44,114.96336,73.19335
Klemm_a45,113.62064,73.21561
Klemm_a46,114.27216,73.25464
Klemm_a47,113.93052,73.38163
Klemm_a48,113.94898,73.38709
Klemm_a49,124.5877,73.17769
Klemm_a50,124.62027,73.19671
Klemm_a51,124.91161,72.81233
Klemm_a52,125.55048,71.29435
Klemm_a53,126.48923,72.37648
Klemm_a54,125.63041,72.24533
Klemm_a55,125.26539,70.20945
Klemm_a56,125.07203,70.70295
Klemm_a57,124.58562,69.8878
Klemm_a58,123.82792,69.40485
Klemm_a59,125.55732,70.92526
Klemm_a60,141.3232,73.3365
Klemm_a61,141.8379,73.2816
Klemm_a62,141.8379,73.2816
Klemm_a63,143.4385,72.6801
Klemm_a64,143.5123,72.6785
Klemm_a65,143.5749,72.6762
Klemm_a66,143.5097,72.6736
Klemm_a67,143.5376,72.6732
Klemm_a68,143.3429,72.6722
Klemm_a69,143.5319,72.6684
Klemm_a70,145.225,69.104
Klemm_a71,145.403,68.582
Klemm_a72,145.47,68.455
Klemm_a73,145.521,68.393
Klemm_a74,146.142,68.333
Klemm_a75,146.101,68.334
Klemm_a76,146.094,68.354
Klemm_a77,144.223,67.443
Klemm_a78,144.026,67.451
Klemm_a79,144.331,67.455
Klemm_a80,144.344,67.452
Klemm_a81,145.302,68.184
Klemm_a82,161.02836,69.32594
Klemm_a83,161.649,69.30808
Klemm_a84,160.97171,69.26501
Klemm_a85,161.66758,69.26467
Klemm_a86,160.90936,69.23863
Klemm_a87,161.49328,69.20138
Klemm_a88,160.87888,69.11126
Klemm_a89,160.89695,69.08942
Klemm_a90,160.95008,69.07654
Klemm_a91,161.36068,68.94287
Klemm_a92,145.225,69.104
Klemm_a93,145.403,68.582
Klemm_a94,145.47,68.455
Klemm_a95,145.521,68.393
Klemm_a96,146.094,68.354
Klemm_a97,146.101,68.334
Klemm_a98,146.142,68.333
Klemm_a99,145.302,68.184
Klemm_a100,144.331,67.455
Klemm_a101,144.344,67.452
Klemm_a102,144.223,67.443
Klemm_a103,144.026,67.451
Klemm_a104,161.77335,68.92719
Klemm_a105,161.71888,68.92239
Klemm_a106,161.3673,68.89006
Klemm_a107,161.48701,68.78121
Klemm_a108,161.47534,68.7476
Klemm_a109,160.1794,68.65795
Klemm_a110,161.70158,68.62459
Klemm_a111,159.97344,68.61342
Knaap_a1,8.026266,46.390714
Knaap_a2,8.026266,46.390714
Knaap_a3,8.026266,46.390714
Knaap_a4,8.026266,46.390714
Knaap_a5,8.027106,46.39026
Knaap_a6,8.027106,46.39026
Knaap_a7,8.027106,46.39026
Knaap_a8,8.030404,46.388714
Knaap_a9,8.030404,46.388714
Knaap_a10,8.030404,46.388714
Knaap_a11,8.031109,46.387766
Knaap_a12,8.031109,46.387766
Knaap_a13,8.031109,46.387766
Knaap_a14,8.029516,46.390698
Knaap_a15,8.029516,46.390698
Knaap_a16,8.029516,46.390698
Knaap_a17,8.048237,46.379129
Knaap_a18,8.048237,46.379129
Knaap_a19,8.048237,46.379129
Knaap_a20,8.015493,46.374037
Knaap_a21,8.015493,46.374037
Knaap_a22,8.015493,46.374037
Knaap_a23,8.016586,46.372997
Knaap_a24,8.016586,46.372997
Knaap_a25,8.016586,46.372997
Knaap_a26,8.015658,46.371203
Knaap_a27,8.015658,46.371203
Knaap_a28,8.015658,46.371203
Knaap_a29,8.01466,46.234246
Knaap_a30,8.014848,46.233571
Knaap_a31,8.014848,46.233571
Knaap_a32,8.014848,46.233571
Knaap_a33,8.020537,46.232192
Knaap_a34,8.020537,46.232192
Knaap_a35,8.020537,46.232192
Knaap_a36,8.023243,46.230739
Knaap_a37,8.023243,46.230739
Knaap_a38,8.023243,46.230739
Knaap_a39,8.026161,46.230814
Knaap_a40,8.026161,46.230814
Knaap_a41,8.026161,46.230814
Knaap_a42,8.02179,46.252426
Knaap_a43,8.02179,46.252426
Knaap_a44,8.006241,46.651606
Knaap_a45,8.006241,46.651606
Knaap_a46,8.006241,46.651606
Knaap_a47,8.006241,46.651606
Knaap_a48,8.006241,46.651606
Knaap_a49,8.008699,46.655506
Knaap_a50,8.010647,46.654372
Knaap_a51,8.010647,46.654372
Knaap_a52,8.010647,46.654372
Knaap_a53,8.010647,46.654372
Knaap_a54,8.012162,46.655579
Knaap_a55,8.012162,46.655579
Knaap_a56,8.012162,46.655579
Knaap_a57,8.015129,46.658173
Knaap_a58,8.015129,46.658173
Knaap_a59,8.015129,46.658173
Knaap_a60,8.020061,46.661206
Knaap_a61,8.020061,46.661206
Knaap_a62,8.020061,46.661206
Knaap_a63,8.010504,46.653248
Knaap_a64,8.010504,46.653248
Knaap_a65,8.010504,46.653248
Knaap_a66,7.99799,46.649532
Knaap_a67,7.99799,46.649532
Knaap_a68,8.035224,46.673587
Knaap_a69,8.035224,46.673587
Knaap_a70,8.035224,46.673587
Knaap_a71,8.065787,46.717053
Knaap_a72,6.235077,46.539919
Knaap_a73,6.232464,46.540161
Knaap_a74,6.23247,46.539891
Knaap_a75,6.224971,46.537112
Knaap_a76,6.229588,46.546338
Knaap_a77,7.775239,46.005375
Knaap_a78,7.775239,46.005375
Knaap_a79,7.775239,46.005375
Knaap_a80,7.786208,46.004892
Knaap_a81,7.786208,46.004892
Knaap_a82,7.786208,46.004892
Knaap_a83,7.781345,46.001309
Knaap_a84,7.781345,46.001309
Knaap_a85,7.781345,46.001309
Knaap_a86,7.77958,45.987326
Knaap_a87,7.77958,45.987326
Knaap_a88,7.77958,45.987326
Knaap_a89,7.780903,45.982195
Knaap_a90,7.780903,45.982195
Knaap_a91,7.780903,45.982195
Kolaczek_a1,22.5097222222222,50.1652777777778
Kolaczek_b1,22.6508333333333,50.0402777777778
Kolaczek_c1,20.74895,49.4768166666667
Kolaczek_c2,20.74895,49.4768166666667
Kolaczek_d1,19.7866666666667,49.46
Kolaczek_e1,19.8527777777778,49.2086111111111
Kolaczek_f1,19.4005638888889,50.3006583333333
Kolaczek_f2,19.4005638888889,50.3006583333333
Kolaczek_f3,19.4005638888889,50.3006583333333
Kolaczek_f4,19.4005638888889,50.3006583333333
Kolaczek_f5,19.4005638888889,50.3006583333333
Kolaczek_f6,19.4005638888889,50.3006583333333
Kolaczek_f7,19.4005638888889,50.3006583333333
Kolaczek_f8,19.4005638888889,50.3006583333333
Kolaczek_f9,19.4005638888889,50.3006583333333
Kolaczek_f10,19.4005638888889,50.3006583333333
Kolaczek_f11,19.4005638888889,50.3006583333333
Kolaczek_f12,19.4005638888889,50.3006583333333
Kolaczek_f13,19.4005638888889,50.3006583333333
Kolaczek_f14,19.4005638888889,50.3006583333333
Kolaczek_f15,19.4005638888889,50.3006583333333
Kolaczek_f16,19.4005638888889,50.3006583333333
Kolaczek_f17,19.4005638888889,50.3006583333333
Kolaczek_f18,19.4005638888889,50.3006583333333
Kolaczek_f19,19.4005638888889,50.3006583333333
Kolaczek_f20,19.4005638888889,50.3006583333333
Kolaczek_f21,19.4005638888889,50.3006583333333
Kolaczek_f22,19.4005638888889,50.3006583333333
Kolaczek_f23,19.4005638888889,50.3006583333333
Kolaczek_f24,19.4005638888889,50.3006583333333
Kolaczek_f25,19.4005638888889,50.3006583333333
Kolaczek_f26,19.4005638888889,50.3006583333333
Kolaczek_f27,19.4005638888889,50.3006583333333
Kolaczek_f28,19.4005638888889,50.3006583333333
Kolaczek_f29,19.4005638888889,50.3006583333333
Kolaczek_f30,19.4005638888889,50.3006583333333
Kolaczek_f31,19.4005638888889,50.3006583333333
Kolaczek_f32,19.4005638888889,50.3006583333333
Kolaczek_g1,21.2253166666667,53.87745
Kolaczek_g2,21.2253333333333,53.8774333333333
Kolaczek_g3,21.22525,53.87735
Kolaczek_g4,21.2251833333333,53.8773333333333
Kolaczek_g5,21.2253666666667,53.8771166666667
Kolaczek_g6,21.2251833333333,53.8769333333333
Kolaczek_g7,21.2250833333333,53.8768666666667
Kolaczek_g8,21.2249666666667,53.8768
Kolaczek_g9,21.2250333333333,53.8767833333333
Kolaczek_g10,21.2248,53.8767666666667
Kolaczek_g11,21.22485,53.87675
Kolaczek_g12,21.22475,53.87655
Kolaczek_g13,21.22455,53.8765
Kolaczek_g14,21.2245166666667,53.87645
Kolaczek_g15,21.2243833333333,53.8764333333333
Kolaczek_g16,21.2241,53.8762166666667
Kolaczek_g17,21.2240166666667,53.8762166666667
Kolaczek_g18,21.2240333333333,53.8761833333333
Kolaczek_g19,21.2240333333333,53.8761833333333
Kolaczek_g20,21.2236833333333,53.8759666666667
Kolaczek_g21,21.2236833333333,53.8759666666667
Kolaczek_g22,21.2228,53.8758833333333
Kolaczek_g23,21.2226166666667,53.87595
Kolaczek_g24,21.22265,53.8759333333333
Kolaczek_g25,21.2225333333333,53.876
Kolaczek_g26,21.2224,53.876
Kolaczek_g27,21.2220333333333,53.87615
Kolaczek_g28,21.2205166666667,53.8763666666667
Kolaczek_g29,21.2203666666667,53.8765333333333
Kolaczek_g30,21.2188833333333,53.8771166666667
Kolaczek_h1,16.5740833333333,53.8150333333333
Kolaczek_h2,16.5754,53.8151
Kolaczek_h3,16.5757,53.81505
Kolaczek_h4,16.5758166666667,53.8150833333333
Kolaczek_h5,16.5766166666667,53.81535
Kolaczek_h6,16.5782166666667,53.8154833333333
Kolaczek_h7,16.5782166666667,53.8154833333333
Kolaczek_h8,16.5789666666667,53.8156166666667
Kolaczek_h9,16.5792666666667,53.81565
Kolaczek_h10,16.58035,53.8161166666667
Kolaczek_h11,16.5804166666667,53.8162166666667
Kolaczek_h12,16.5804833333333,53.81625
Kolaczek_h13,16.5804666666667,53.8163
Kolaczek_h14,16.5804166666667,53.8163833333333
Kolaczek_h15,16.58035,53.8166666666667
Kolaczek_h16,16.5804666666667,53.8166666666667
Kolaczek_h17,16.5803666666667,53.8167166666667
Kolaczek_h18,16.5804833333333,53.81675
Kolaczek_h19,16.5804333333333,53.8168333333333
Kolaczek_h20,16.5804166666667,53.81695
Kolaczek_h21,16.5804,53.8171
Kolaczek_h22,16.5809166666667,53.8170666666667
Kolaczek_h23,16.58125,53.8171833333333
Kolaczek_h24,16.5813,53.8171666666667
Kolaczek_h25,16.5819,53.8172333333333
Kolaczek_h26,16.58225,53.8173
Kolaczek_h27,16.5822,53.8174333333333
Kolaczek_h28,16.5822666666667,53.8174
Kolaczek_h29,16.58265,53.8174333333333
Kolaczek_h30,16.5834333333333,53.8178333333333
Kolaczek_i1,22.4399,54.3308666666667
Kolaczek_i2,22.43985,54.3309
Kolaczek_i3,22.4397833333333,54.33095
Kolaczek_i4,22.4398,54.3310666666667
Kolaczek_i5,22.44,54.33
Kolaczek_i6,22.4399666666667,54.3311333333333
Kolaczek_i7,22.44,54.33
Kolaczek_i8,22.4403833333333,54.3311166666667
Kolaczek_i9,22.44,54.33
Kolaczek_i10,22.4406333333333,54.33105
Kolaczek_i11,22.44075,54.33115
Kolaczek_i12,22.44075,54.33115
Kolaczek_i13,22.4408833333333,54.3312
Kolaczek_i14,22.4408666666667,54.3312333333333
Kolaczek_i15,22.44,54.33
Kolaczek_i16,22.4411,54.3313666666667
Kolaczek_i17,22.4411666666667,54.3314
Kolaczek_i18,22.4411833333333,54.3314
Kolaczek_i19,22.4412166666667,54.33145
Kolaczek_i20,22.4412166666667,54.3313666666667
Kolaczek_i21,22.4427333333333,54.3324833333333
Kolaczek_i22,22.4429833333333,54.33295
Kolaczek_i23,22.4431666666667,54.33315
Kolaczek_i24,22.4434333333333,54.3335333333333
Kolaczek_i25,22.4447166666667,54.3354333333333
Kolaczek_i26,22.4446666666667,54.33545
Kolaczek_i27,22.44,54.33
Kolaczek_i28,22.4449166666667,54.3365
Kolaczek_i29,22.4450833333333,54.3382
Kolaczek_i30,22.44,54.33
Kuehl_a1,6.88333333333333,50.1166666666667
Kuehl_a2,8.7378,53.61578
Kunes_a1,88.0361111111111,49.9613888888889
Kunes_a2,88.0383333333333,49.9605555555556
Kunes_a3,88.0388888888889,49.9580555555556
Kunes_a4,88.3083333333333,50.1544444444444
Kunes_a5,88.0408333333333,49.9558333333333
Kunes_a6,88.0380555555556,49.9538888888889
Kunes_a7,88.3069444444444,50.1613888888889
Kunes_a8,88.3372222222222,50.1447222222222
Kunes_a9,88.3213888888889,50.1669444444444
Kunes_a10,91.5180555555555,51.2044444444444
Kunes_a11,91.9027777777778,50.7844444444444
Kunes_a12,91.6186111111111,51.0622222222222
Kunes_a13,91.6191666666667,51.0622222222222
Kunes_a14,91.6147222222222,51.0605555555556
Kunes_a15,91.6069444444444,51.055
Kunes_a16,88.3383333333333,50.145
Kunes_a17,87.8975,50.1758333333333
Kunes_a18,87.8972222222222,50.1763888888889
Kunes_a19,88.0422222222222,49.9502777777778
Kunes_a20,87.8963888888889,50.1747222222222
Kunes_a21,88.3180555555555,50.1636111111111
Kunes_a22,91.2533333333333,51.3713888888889
Kunes_a23,88.3455555555555,50.1447222222222
Kunes_a24,91.8008333333333,50.8944444444444
Kunes_a25,91.8605555555555,50.8297222222222
Kunes_a26,91.8069444444444,50.8911111111111
Kunes_a27,88.0391666666667,49.9486111111111
Kunes_a28,87.8988888888889,50.1741666666667
Kunes_a29,88.0388888888889,49.9488888888889
Kunes_a30,88.0386111111111,49.9488888888889
Kunes_a31,88.3325,50.1441666666667
Kunes_a32,88.0369444444444,49.945
Kunes_a33,88.0341666666667,49.9444444444444
Kunes_a34,92.0072222222222,51.2886111111111
Kunes_a35,92.0094444444444,51.2894444444444
Kunes_a36,87.8838888888889,50.2422222222222
Kunes_a37,87.8847222222222,50.245
Kunes_a38,87.8841666666667,50.2438888888889
Kunes_a39,87.8841666666667,50.2447222222222
Kunes_a40,87.8902777777778,50.2486111111111
Kunes_a41,87.8883333333333,50.2486111111111
Kunes_a42,92.3775,51.4025
Kunes_a43,87.8047222222222,50.1147222222222
Kunes_a44,87.8022222222222,50.1277777777778
Kunes_a45,87.7897222222222,50.0941666666667
Kunes_a46,87.8013888888889,50.1058333333333
Kunes_a47,87.7938888888889,50.1063888888889
Kunes_a48,87.7933333333333,50.1080555555556
Kunes_a49,87.8,50.1058333333333
Kunes_a50,87.7927777777778,50.1083333333333
Kunes_a51,92.1280555555555,51.6038888888889
Kunes_a52,91.9269444444444,51.7166666666667
Kunes_a53,92.1294444444444,51.5991666666667
Kunes_a54,91.8694444444444,51.7102777777778
Kunes_a55,91.9258333333333,51.7130555555556
Kunes_a56,91.8775,51.7036111111111
Kunes_a57,87.6519444444445,50.3083333333333
Kunes_a58,87.6502777777778,50.3077777777778
Kunes_a59,87.6461111111111,50.3075
Kunes_a60,87.65,50.3008333333333
Kunes_a61,92.1608333333333,51.8916666666667
Kunes_a62,91.2477777777778,53.5241666666667
Kunes_a63,87.6486111111111,50.3069444444444
Kunes_a64,91.9605555555556,51.8461111111111
Kunes_a65,87.6516666666667,50.3022222222222
Kunes_a66,91.9080555555556,51.8111111111111
Kunes_a67,93.4327777777778,52.4869444444444
Kunes_a68,93.4719444444444,52.4955555555556
Kunes_a69,91.935,51.8402777777778
Kunes_a70,91.9333333333333,51.8458333333333
Kunes_a71,93.4336111111111,52.4869444444444
Kunes_a72,91.9144444444445,51.8238888888889
Kunes_a73,91.9797222222222,51.8008333333333
Kunes_a74,93.4644444444445,52.4863888888889
Kunes_a75,91.1530555555556,53.1644444444444
Kunes_a76,92.3102777777778,52.1666666666667
Kunes_a77,92.3108333333333,52.1675
Kunes_a78,93.4336111111111,52.5561111111111
Kunes_a79,91.1025,53.1652777777778
Kunes_a80,91.1013888888889,53.1672222222222
Kunes_a81,87.8986111111111,50.2888888888889
Kunes_a82,87.8902777777778,50.2955555555556
Kunes_a83,87.8916666666667,50.2961111111111
Kunes_a84,91.1519444444445,53.0644444444444
Kunes_a85,92.2858333333333,52.1908333333333
Kunes_a86,92.31,52.1638888888889
Kunes_a87,87.8902777777778,50.3041666666667
Kunes_a88,93.4605555555556,52.6352777777778
Kunes_a89,85.6813888888889,50.9847222222222
Kunes_a90,87.8886111111111,50.3058333333333
Kunes_a91,93.1313888888889,53.0636111111111
Kunes_a92,85.6816666666667,50.9858333333333
Kunes_a93,85.6761111111111,50.9908333333333
Kunes_a94,85.6719444444444,50.9919444444444
Kunes_a95,85.6775,50.9858333333333
Kunes_a96,92.8647222222222,53.1716666666667
Kunes_a97,85.6755555555556,50.985
Kunes_a98,85.675,50.985
Kunes_a99,85.6752777777778,50.9855555555556
Kunes_a100,91.4172222222222,52.8355555555556
Kunes_a101,91.1486111111111,53.0327777777778
Kunes_a102,91.1505555555556,53.0369444444444
Kunes_a103,92.2752777777778,52.2105555555556
Kunes_a104,91.3588888888889,52.985
Kunes_a105,91.1513888888889,53.0152777777778
Kunes_a106,91.3580555555556,52.9858333333333
Kunes_a107,91.1602777777778,53.0369444444444
Kunes_a108,91.2202777777778,52.9702777777778
Kunes_a109,91.4147222222222,52.8352777777778
Kunes_a110,91.3533333333333,52.7797222222222
Kunes_a111,91.1483333333333,53.0302777777778
Kunes_a112,91.1555555555556,53.0113888888889
Kunes_a113,91.2016666666667,52.9702777777778
Kunes_a114,91.1586111111111,53.01
Kunes_a115,91.1605555555556,53.0086111111111
Kunes_a116,91.1680555555556,53.0111111111111
Kunes_a117,91.2180555555556,52.9391666666667
Kunes_a118,91.3988888888889,52.7911111111111
Kunes_a119,91.2141666666667,52.9386111111111
Kunes_a120,91.4311111111111,52.7119444444444
Kunes_a121,91.4175,52.7236111111111
Kunes_a122,91.4419444444444,52.7986111111111
Kunes_a123,92.0180555555555,52.5738888888889
Kunes_a124,92.2602777777778,52.2269444444444
Kunes_a125,92.2441666666667,52.2338888888889
Kunes_a126,92.2444444444444,52.2347222222222
Kunes_a127,92.2419444444444,52.2319444444444
Kunes_a128,91.4538888888889,52.7966666666667
Kunes_a129,91.4094444444444,52.7711111111111
Kunes_a130,93.2619444444444,52.8111111111111
Kunes_a131,92.0475,52.5116666666667
Kunes_a132,91.4097222222222,52.7702777777778
Kunes_a133,93.2622222222222,52.8741666666667
Kunes_a134,92.0419444444444,52.5197222222222
Kunes_a135,93.2616666666667,52.8722222222222
Kunes_a136,92.2094444444444,52.2391666666667
Kunes_a137,92.2130555555556,52.2427777777778
Kunes_a138,91.3961111111111,52.7141666666667
Kunes_a139,92.0222222222222,52.5055555555556
Kunes_a140,87.6922222222222,50.2491666666667
Kunes_a142,92.2283333333333,52.2441666666667
Kunes_a143,92.2133333333333,52.2505555555556
Kunes_a144,92.2888888888889,52.1894444444444
Kunes_a145,92.3130555555556,52.1655555555556
Kunes_a146,92.3116666666667,52.1663888888889
Kunes_a147,92.2963888888889,52.1727777777778
Kunes_a148,92.0872222222222,52.0091666666667
Kunes_a149,92.0905555555556,52.0080555555556
Kunes_a150,92.0905555555556,52.0094444444444
Kunes_a151,88.0113888888889,49.9455555555556
Lapteva_a1,61.3527333333333,54.9427166666667
Lapteva_a2,61.2460166666667,54.6748666666667
